	time (s)	A(t)		SEM for 10 traj
   8.6025000e-01   3.4900000e+01   1.4564035e+00
   8.6030000e-01   3.4900000e+01   1.4564035e+00
   8.6035000e-01   3.4800000e+01   1.4282857e+00
   8.6040000e-01   3.4600000e+01   1.4000000e+00
   8.6045000e-01   3.4600000e+01   1.4000000e+00
   8.6050000e-01   3.4500000e+01   1.4083087e+00
   8.6055000e-01   3.4500000e+01   1.4083087e+00
   8.6060000e-01   3.4600000e+01   1.4313940e+00
   8.6065000e-01   3.4500000e+01   1.4003968e+00
   8.6070000e-01   3.4600000e+01   1.4313940e+00
   8.6075000e-01   3.4500000e+01   1.5000000e+00
   8.6080000e-01   3.4600000e+01   1.4696938e+00
   8.6085000e-01   3.4600000e+01   1.4696938e+00
   8.6090000e-01   3.4600000e+01   1.4696938e+00
   8.6095000e-01   3.4900000e+01   1.4866069e+00
   8.6100000e-01   3.5100000e+01   1.4866069e+00
   8.6105000e-01   3.5200000e+01   1.4892205e+00
   8.6110000e-01   3.5000000e+01   1.5055453e+00
   8.6115000e-01   3.5100000e+01   1.5235193e+00
   8.6120000e-01   3.5100000e+01   1.5235193e+00
   8.6125000e-01   3.5100000e+01   1.5235193e+00
   8.6130000e-01   3.5000000e+01   1.5129074e+00
   8.6135000e-01   3.5000000e+01   1.5129074e+00
   8.6140000e-01   3.5100000e+01   1.5380363e+00
   8.6145000e-01   3.5100000e+01   1.5380363e+00
   8.6150000e-01   3.5100000e+01   1.5380363e+00
   8.6155000e-01   3.5100000e+01   1.5380363e+00
   8.6160000e-01   3.4900000e+01   1.5452436e+00
   8.6165000e-01   3.4800000e+01   1.5260698e+00
   8.6170000e-01   3.4700000e+01   1.5205993e+00
   8.6175000e-01   3.4900000e+01   1.5014808e+00
   8.6180000e-01   3.4900000e+01   1.5014808e+00
   8.6185000e-01   3.4900000e+01   1.5014808e+00
   8.6190000e-01   3.5000000e+01   1.5202339e+00
   8.6195000e-01   3.5100000e+01   1.5452436e+00
   8.6200000e-01   3.5000000e+01   1.5347819e+00
   8.6205000e-01   3.5100000e+01   1.5595583e+00
   8.6210000e-01   3.5100000e+01   1.5595583e+00
   8.6215000e-01   3.5000000e+01   1.5491933e+00
   8.6220000e-01   3.5000000e+01   1.4529663e+00
   8.6225000e-01   3.5100000e+01   1.4255603e+00
   8.6230000e-01   3.5200000e+01   1.4590712e+00
   8.6235000e-01   3.5100000e+01   1.4410644e+00
   8.6240000e-01   3.5100000e+01   1.4410644e+00
   8.6245000e-01   3.5100000e+01   1.4410644e+00
   8.6250000e-01   3.5100000e+01   1.4410644e+00
   8.6255000e-01   3.5100000e+01   1.4410644e+00
   8.6260000e-01   3.5100000e+01   1.4410644e+00
   8.6265000e-01   3.4900000e+01   1.4564035e+00
   8.6270000e-01   3.4900000e+01   1.4564035e+00
   8.6275000e-01   3.4900000e+01   1.4564035e+00
   8.6280000e-01   3.4900000e+01   1.4564035e+00
   8.6285000e-01   3.4900000e+01   1.4564035e+00
   8.6290000e-01   3.4800000e+01   1.4514361e+00
   8.6295000e-01   3.4700000e+01   1.4146063e+00
   8.6300000e-01   3.4700000e+01   1.4146063e+00
   8.6305000e-01   3.4800000e+01   1.4204851e+00
   8.6310000e-01   3.4800000e+01   1.4204851e+00
   8.6315000e-01   3.4700000e+01   1.3828312e+00
   8.6320000e-01   3.4800000e+01   1.3482499e+00
   8.6325000e-01   3.4800000e+01   1.3482499e+00
   8.6330000e-01   3.4700000e+01   1.3828312e+00
   8.6335000e-01   3.4500000e+01   1.4851113e+00
   8.6340000e-01   3.4500000e+01   1.4851113e+00
   8.6345000e-01   3.4400000e+01   1.4544949e+00
   8.6350000e-01   3.4400000e+01   1.4544949e+00
   8.6355000e-01   3.4300000e+01   1.4910846e+00
   8.6360000e-01   3.4200000e+01   1.5620499e+00
   8.6365000e-01   3.4300000e+01   1.5278889e+00
   8.6370000e-01   3.4200000e+01   1.5620499e+00
   8.6375000e-01   3.4200000e+01   1.5620499e+00
   8.6380000e-01   3.4200000e+01   1.5620499e+00
   8.6385000e-01   3.4200000e+01   1.5620499e+00
   8.6390000e-01   3.4200000e+01   1.5620499e+00
   8.6395000e-01   3.4200000e+01   1.5620499e+00
   8.6400000e-01   3.4200000e+01   1.5620499e+00
   8.6405000e-01   3.4200000e+01   1.5620499e+00
   8.6410000e-01   3.4200000e+01   1.5114379e+00
   8.6415000e-01   3.4000000e+01   1.4981470e+00
   8.6420000e-01   3.4000000e+01   1.4981470e+00
   8.6425000e-01   3.3900000e+01   1.4866069e+00
   8.6430000e-01   3.3900000e+01   1.4866069e+00
   8.6435000e-01   3.3800000e+01   1.4514361e+00
   8.6440000e-01   3.3600000e+01   1.4468356e+00
   8.6445000e-01   3.3700000e+01   1.4533486e+00
   8.6450000e-01   3.3700000e+01   1.4533486e+00
   8.6455000e-01   3.3600000e+01   1.4468356e+00
   8.6460000e-01   3.3600000e+01   1.4468356e+00
   8.6465000e-01   3.3600000e+01   1.4468356e+00
   8.6470000e-01   3.3700000e+01   1.4910846e+00
   8.6475000e-01   3.3900000e+01   1.5380363e+00
   8.6480000e-01   3.3800000e+01   1.5333333e+00
   8.6485000e-01   3.3800000e+01   1.5333333e+00
   8.6490000e-01   3.3700000e+01   1.4836142e+00
   8.6495000e-01   3.3800000e+01   1.4126413e+00
   8.6500000e-01   3.3700000e+01   1.4224392e+00
   8.6505000e-01   3.3700000e+01   1.4224392e+00
   8.6510000e-01   3.3700000e+01   1.4224392e+00
   8.6515000e-01   3.3600000e+01   1.4157840e+00
   8.6520000e-01   3.3500000e+01   1.4161764e+00
   8.6525000e-01   3.3500000e+01   1.4161764e+00
   8.6530000e-01   3.3600000e+01   1.4696938e+00
   8.6535000e-01   3.3700000e+01   1.4067299e+00
   8.6540000e-01   3.3600000e+01   1.4157840e+00
   8.6545000e-01   3.3600000e+01   1.4157840e+00
   8.6550000e-01   3.3700000e+01   1.4067299e+00
   8.6555000e-01   3.3800000e+01   1.4047538e+00
   8.6560000e-01   3.3700000e+01   1.4379770e+00
   8.6565000e-01   3.3700000e+01   1.4379770e+00
   8.6570000e-01   3.3700000e+01   1.4379770e+00
   8.6575000e-01   3.3800000e+01   1.4282857e+00
   8.6580000e-01   3.3800000e+01   1.4282857e+00
   8.6585000e-01   3.3800000e+01   1.4282857e+00
   8.6590000e-01   3.3700000e+01   1.4379770e+00
   8.6595000e-01   3.3700000e+01   1.4379770e+00
   8.6600000e-01   3.3700000e+01   1.4379770e+00
   8.6605000e-01   3.3800000e+01   1.4437605e+00
   8.6610000e-01   3.3800000e+01   1.4437605e+00
   8.6615000e-01   3.3800000e+01   1.4437605e+00
   8.6620000e-01   3.3900000e+01   1.5014808e+00
   8.6625000e-01   3.4000000e+01   1.5347819e+00
   8.6630000e-01   3.3900000e+01   1.5235193e+00
   8.6635000e-01   3.3900000e+01   1.5235193e+00
   8.6640000e-01   3.3600000e+01   1.5719768e+00
   8.6645000e-01   3.3300000e+01   1.6401219e+00
   8.6650000e-01   3.3300000e+01   1.6401219e+00
   8.6655000e-01   3.3300000e+01   1.6401219e+00
   8.6660000e-01   3.3300000e+01   1.6401219e+00
   8.6665000e-01   3.3300000e+01   1.6401219e+00
   8.6670000e-01   3.3300000e+01   1.6401219e+00
   8.6675000e-01   3.3300000e+01   1.6401219e+00
   8.6680000e-01   3.3400000e+01   1.6546232e+00
   8.6685000e-01   3.3600000e+01   1.7009801e+00
   8.6690000e-01   3.3600000e+01   1.7009801e+00
   8.6695000e-01   3.3700000e+01   1.6468826e+00
   8.6700000e-01   3.3600000e+01   1.6478943e+00
   8.6705000e-01   3.3800000e+01   1.6316318e+00
   8.6710000e-01   3.3900000e+01   1.6224125e+00
   8.6715000e-01   3.3900000e+01   1.6224125e+00
   8.6720000e-01   3.3700000e+01   1.5351439e+00
   8.6725000e-01   3.3700000e+01   1.5351439e+00
   8.6730000e-01   3.3800000e+01   1.4966630e+00
   8.6735000e-01   3.3900000e+01   1.4940623e+00
   8.6740000e-01   3.3900000e+01   1.5737429e+00
   8.6745000e-01   3.3900000e+01   1.5162087e+00
   8.6750000e-01   3.3900000e+01   1.5162087e+00
   8.6755000e-01   3.4000000e+01   1.5420045e+00
   8.6760000e-01   3.4000000e+01   1.5420045e+00
   8.6765000e-01   3.4100000e+01   1.5947832e+00
   8.6770000e-01   3.4100000e+01   1.5947832e+00
   8.6775000e-01   3.4100000e+01   1.5947832e+00
   8.6780000e-01   3.4100000e+01   1.5947832e+00
   8.6785000e-01   3.4200000e+01   1.6248077e+00
   8.6790000e-01   3.4100000e+01   1.5737429e+00
   8.6795000e-01   3.4100000e+01   1.5737429e+00
   8.6800000e-01   3.4200000e+01   1.5405627e+00
   8.6805000e-01   3.4200000e+01   1.5405627e+00
   8.6810000e-01   3.4100000e+01   1.5737429e+00
   8.6815000e-01   3.4300000e+01   1.5351439e+00
   8.6820000e-01   3.4300000e+01   1.5351439e+00
   8.6825000e-01   3.4300000e+01   1.5351439e+00
   8.6830000e-01   3.4400000e+01   1.5930404e+00
   8.6835000e-01   3.4300000e+01   1.6196707e+00
   8.6840000e-01   3.4100000e+01   1.5452436e+00
   8.6845000e-01   3.4000000e+01   1.5916449e+00
   8.6850000e-01   3.3900000e+01   1.5947832e+00
   8.6855000e-01   3.3900000e+01   1.5947832e+00
   8.6860000e-01   3.3800000e+01   1.6248077e+00
   8.6865000e-01   3.3800000e+01   1.6248077e+00
   8.6870000e-01   3.3800000e+01   1.6248077e+00
   8.6875000e-01   3.3800000e+01   1.6248077e+00
   8.6880000e-01   3.3800000e+01   1.6248077e+00
   8.6885000e-01   3.3900000e+01   1.5947832e+00
   8.6890000e-01   3.3900000e+01   1.5947832e+00
   8.6895000e-01   3.4000000e+01   1.5491933e+00
   8.6900000e-01   3.4000000e+01   1.5491933e+00
   8.6905000e-01   3.4000000e+01   1.5491933e+00
   8.6910000e-01   3.4000000e+01   1.5491933e+00
   8.6915000e-01   3.4000000e+01   1.5491933e+00
   8.6920000e-01   3.3900000e+01   1.5235193e+00
   8.6925000e-01   3.3900000e+01   1.5235193e+00
   8.6930000e-01   3.4000000e+01   1.4832397e+00
   8.6935000e-01   3.4000000e+01   1.4832397e+00
   8.6940000e-01   3.4100000e+01   1.4791138e+00
   8.6945000e-01   3.4100000e+01   1.4791138e+00
   8.6950000e-01   3.4100000e+01   1.4791138e+00
   8.6955000e-01   3.4100000e+01   1.4791138e+00
   8.6960000e-01   3.4100000e+01   1.4791138e+00
   8.6965000e-01   3.4000000e+01   1.5275252e+00
   8.6970000e-01   3.4000000e+01   1.5275252e+00
   8.6975000e-01   3.3900000e+01   1.5307950e+00
   8.6980000e-01   3.4000000e+01   1.4981470e+00
   8.6985000e-01   3.3800000e+01   1.4817407e+00
   8.6990000e-01   3.3800000e+01   1.4817407e+00
   8.6995000e-01   3.3900000e+01   1.4487543e+00
   8.7000000e-01   3.3800000e+01   1.4282857e+00
   8.7005000e-01   3.3800000e+01   1.4282857e+00
   8.7010000e-01   3.3800000e+01   1.4360439e+00
   8.7015000e-01   3.3900000e+01   1.4410644e+00
   8.7020000e-01   3.4000000e+01   1.4529663e+00
   8.7025000e-01   3.4000000e+01   1.4529663e+00
   8.7030000e-01   3.4100000e+01   1.3940349e+00
   8.7035000e-01   3.4100000e+01   1.3940349e+00
   8.7040000e-01   3.4100000e+01   1.3940349e+00
   8.7045000e-01   3.4000000e+01   1.3904436e+00
   8.7050000e-01   3.4000000e+01   1.3904436e+00
   8.7055000e-01   3.3800000e+01   1.3727507e+00
   8.7060000e-01   3.3800000e+01   1.3727507e+00
   8.7065000e-01   3.3800000e+01   1.3727507e+00
   8.7070000e-01   3.3800000e+01   1.3727507e+00
   8.7075000e-01   3.3800000e+01   1.3727507e+00
   8.7080000e-01   3.3800000e+01   1.3727507e+00
   8.7085000e-01   3.3900000e+01   1.3203535e+00
   8.7090000e-01   3.3800000e+01   1.2719189e+00
   8.7095000e-01   3.3900000e+01   1.3203535e+00
   8.7100000e-01   3.3900000e+01   1.3203535e+00
   8.7105000e-01   3.3900000e+01   1.3203535e+00
   8.7110000e-01   3.4000000e+01   1.2560962e+00
   8.7115000e-01   3.4000000e+01   1.2560962e+00
   8.7120000e-01   3.4000000e+01   1.2560962e+00
   8.7125000e-01   3.4100000e+01   1.2423097e+00
   8.7130000e-01   3.3900000e+01   1.2060035e+00
   8.7135000e-01   3.3800000e+01   1.2274635e+00
   8.7140000e-01   3.3800000e+01   1.2274635e+00
   8.7145000e-01   3.3800000e+01   1.2274635e+00
   8.7150000e-01   3.3700000e+01   1.2565385e+00
   8.7155000e-01   3.3600000e+01   1.2927146e+00
   8.7160000e-01   3.3600000e+01   1.2927146e+00
   8.7165000e-01   3.3600000e+01   1.2927146e+00
   8.7170000e-01   3.3600000e+01   1.2927146e+00
   8.7175000e-01   3.3600000e+01   1.2927146e+00
   8.7180000e-01   3.3500000e+01   1.3354150e+00
   8.7185000e-01   3.3500000e+01   1.3354150e+00
   8.7190000e-01   3.3400000e+01   1.2927146e+00
   8.7195000e-01   3.3500000e+01   1.3186694e+00
   8.7200000e-01   3.3500000e+01   1.3186694e+00
   8.7205000e-01   3.3600000e+01   1.3012814e+00
   8.7210000e-01   3.3600000e+01   1.2489996e+00
   8.7215000e-01   3.3600000e+01   1.2489996e+00
   8.7220000e-01   3.3700000e+01   1.2023126e+00
   8.7225000e-01   3.3700000e+01   1.2023126e+00
   8.7230000e-01   3.3700000e+01   1.2023126e+00
   8.7235000e-01   3.3600000e+01   1.2400717e+00
   8.7240000e-01   3.3500000e+01   1.2845233e+00
   8.7245000e-01   3.3500000e+01   1.3186694e+00
   8.7250000e-01   3.3500000e+01   1.3186694e+00
   8.7255000e-01   3.3600000e+01   1.3515423e+00
   8.7260000e-01   3.3600000e+01   1.3515423e+00
   8.7265000e-01   3.3500000e+01   1.3924399e+00
   8.7270000e-01   3.3500000e+01   1.3924399e+00
   8.7275000e-01   3.3500000e+01   1.3924399e+00
   8.7280000e-01   3.3500000e+01   1.3924399e+00
   8.7285000e-01   3.3600000e+01   1.4313940e+00
   8.7290000e-01   3.3500000e+01   1.4395215e+00
   8.7295000e-01   3.3400000e+01   1.4544949e+00
   8.7300000e-01   3.3400000e+01   1.4544949e+00
   8.7305000e-01   3.3400000e+01   1.4544949e+00
   8.7310000e-01   3.3400000e+01   1.4544949e+00
   8.7315000e-01   3.3400000e+01   1.4544949e+00
   8.7320000e-01   3.3300000e+01   1.4985178e+00
   8.7325000e-01   3.3300000e+01   1.5278889e+00
   8.7330000e-01   3.3300000e+01   1.5278889e+00
   8.7335000e-01   3.3300000e+01   1.5278889e+00
   8.7340000e-01   3.3300000e+01   1.5278889e+00
   8.7345000e-01   3.3200000e+01   1.5405627e+00
   8.7350000e-01   3.3400000e+01   1.5362291e+00
   8.7355000e-01   3.3300000e+01   1.5059143e+00
   8.7360000e-01   3.3300000e+01   1.5059143e+00
   8.7365000e-01   3.3300000e+01   1.5059143e+00
   8.7370000e-01   3.3300000e+01   1.5059143e+00
   8.7375000e-01   3.3400000e+01   1.5434449e+00
   8.7380000e-01   3.3500000e+01   1.5864005e+00
   8.7385000e-01   3.3300000e+01   1.7259458e+00
   8.7390000e-01   3.3300000e+01   1.7259458e+00
   8.7395000e-01   3.3400000e+01   1.6812694e+00
   8.7400000e-01   3.3400000e+01   1.6812694e+00
   8.7405000e-01   3.3400000e+01   1.6812694e+00
   8.7410000e-01   3.3600000e+01   1.6343534e+00
   8.7415000e-01   3.3500000e+01   1.6683325e+00
   8.7420000e-01   3.3500000e+01   1.6683325e+00
   8.7425000e-01   3.3500000e+01   1.6683325e+00
   8.7430000e-01   3.3300000e+01   1.7578396e+00
   8.7435000e-01   3.3300000e+01   1.7578396e+00
   8.7440000e-01   3.3300000e+01   1.7259458e+00
   8.7445000e-01   3.3300000e+01   1.7259458e+00
   8.7450000e-01   3.3200000e+01   1.7751369e+00
   8.7455000e-01   3.3200000e+01   1.7751369e+00
   8.7460000e-01   3.3100000e+01   1.7540429e+00
   8.7465000e-01   3.3000000e+01   1.7126977e+00
   8.7470000e-01   3.3000000e+01   1.7126977e+00
   8.7475000e-01   3.3000000e+01   1.7126977e+00
   8.7480000e-01   3.3000000e+01   1.7384540e+00
   8.7485000e-01   3.2900000e+01   1.6960739e+00
   8.7490000e-01   3.2900000e+01   1.6960739e+00
   8.7495000e-01   3.3000000e+01   1.6931233e+00
   8.7500000e-01   3.3000000e+01   1.6931233e+00
   8.7505000e-01   3.3100000e+01   1.6495791e+00
   8.7510000e-01   3.3200000e+01   1.6041613e+00
   8.7515000e-01   3.3200000e+01   1.6041613e+00
   8.7520000e-01   3.3200000e+01   1.6041613e+00
   8.7525000e-01   3.3200000e+01   1.6041613e+00
   8.7530000e-01   3.3100000e+01   1.6563011e+00
   8.7535000e-01   3.3200000e+01   1.6451950e+00
   8.7540000e-01   3.3200000e+01   1.6451950e+00
   8.7545000e-01   3.3200000e+01   1.6451950e+00
   8.7550000e-01   3.3200000e+01   1.6451950e+00
   8.7555000e-01   3.3200000e+01   1.6451950e+00
   8.7560000e-01   3.3200000e+01   1.6451950e+00
   8.7565000e-01   3.3200000e+01   1.6451950e+00
   8.7570000e-01   3.3200000e+01   1.6451950e+00
   8.7575000e-01   3.3100000e+01   1.6292466e+00
   8.7580000e-01   3.3000000e+01   1.6329932e+00
   8.7585000e-01   3.3000000e+01   1.6329932e+00
   8.7590000e-01   3.3100000e+01   1.7156146e+00
   8.7595000e-01   3.3000000e+01   1.7061979e+00
   8.7600000e-01   3.2900000e+01   1.7413277e+00
   8.7605000e-01   3.2900000e+01   1.7413277e+00
   8.7610000e-01   3.2800000e+01   1.7435596e+00
   8.7615000e-01   3.2800000e+01   1.7435596e+00
   8.7620000e-01   3.2800000e+01   1.7435596e+00
   8.7625000e-01   3.2800000e+01   1.7435596e+00
   8.7630000e-01   3.2700000e+01   1.7515073e+00
   8.7635000e-01   3.2800000e+01   1.7499206e+00
   8.7640000e-01   3.2800000e+01   1.7178798e+00
   8.7645000e-01   3.2700000e+01   1.7578396e+00
   8.7650000e-01   3.2700000e+01   1.7578396e+00
   8.7655000e-01   3.2700000e+01   1.7578396e+00
   8.7660000e-01   3.2800000e+01   1.8000000e+00
   8.7665000e-01   3.2800000e+01   1.8000000e+00
   8.7670000e-01   3.2600000e+01   1.8330303e+00
   8.7675000e-01   3.2600000e+01   1.8330303e+00
   8.7680000e-01   3.2600000e+01   1.8330303e+00
   8.7685000e-01   3.2600000e+01   1.7461068e+00
   8.7690000e-01   3.2600000e+01   1.7461068e+00
   8.7695000e-01   3.2500000e+01   1.7966017e+00
   8.7700000e-01   3.2500000e+01   1.7966017e+00
   8.7705000e-01   3.2500000e+01   1.7966017e+00
   8.7710000e-01   3.2500000e+01   1.7591033e+00
   8.7715000e-01   3.2700000e+01   1.7953644e+00
   8.7720000e-01   3.2700000e+01   1.7953644e+00
   8.7725000e-01   3.2800000e+01   1.7938165e+00
   8.7730000e-01   3.2800000e+01   1.7938165e+00
   8.7735000e-01   3.2800000e+01   1.7938165e+00
   8.7740000e-01   3.2800000e+01   1.7938165e+00
   8.7745000e-01   3.2800000e+01   1.7938165e+00
   8.7750000e-01   3.2900000e+01   1.7916473e+00
   8.7755000e-01   3.2900000e+01   1.7916473e+00
   8.7760000e-01   3.3100000e+01   1.8040079e+00
   8.7765000e-01   3.3100000e+01   1.8040079e+00
   8.7770000e-01   3.3200000e+01   1.7499206e+00
   8.7775000e-01   3.3200000e+01   1.7499206e+00
   8.7780000e-01   3.3300000e+01   1.7451520e+00
   8.7785000e-01   3.3100000e+01   1.7091258e+00
   8.7790000e-01   3.3000000e+01   1.6733201e+00
   8.7795000e-01   3.2900000e+01   1.6829207e+00
   8.7800000e-01   3.2900000e+01   1.6829207e+00
   8.7805000e-01   3.3000000e+01   1.6733201e+00
   8.7810000e-01   3.2900000e+01   1.6360522e+00
   8.7815000e-01   3.2900000e+01   1.6360522e+00
   8.7820000e-01   3.2900000e+01   1.6360522e+00
   8.7825000e-01   3.2900000e+01   1.6360522e+00
   8.7830000e-01   3.3000000e+01   1.5986105e+00
   8.7835000e-01   3.3000000e+01   1.5986105e+00
   8.7840000e-01   3.3000000e+01   1.5986105e+00
   8.7845000e-01   3.3000000e+01   1.5986105e+00
   8.7850000e-01   3.3100000e+01   1.6086571e+00
   8.7855000e-01   3.3200000e+01   1.6586474e+00
   8.7860000e-01   3.3200000e+01   1.6586474e+00
   8.7865000e-01   3.3300000e+01   1.6265164e+00
   8.7870000e-01   3.3200000e+01   1.6316318e+00
   8.7875000e-01   3.3400000e+01   1.6138291e+00
   8.7880000e-01   3.3400000e+01   1.6138291e+00
   8.7885000e-01   3.3300000e+01   1.6265164e+00
   8.7890000e-01   3.3300000e+01   1.6265164e+00
   8.7895000e-01   3.3300000e+01   1.6265164e+00
   8.7900000e-01   3.3200000e+01   1.6586474e+00
   8.7905000e-01   3.3200000e+01   1.6586474e+00
   8.7910000e-01   3.3200000e+01   1.6586474e+00
   8.7915000e-01   3.3200000e+01   1.6586474e+00
   8.7920000e-01   3.3200000e+01   1.6586474e+00
   8.7925000e-01   3.3200000e+01   1.6586474e+00
   8.7930000e-01   3.3100000e+01   1.6224125e+00
   8.7935000e-01   3.3100000e+01   1.6224125e+00
   8.7940000e-01   3.3100000e+01   1.6224125e+00
   8.7945000e-01   3.3100000e+01   1.6224125e+00
   8.7950000e-01   3.3100000e+01   1.6224125e+00
   8.7955000e-01   3.3100000e+01   1.6224125e+00
   8.7960000e-01   3.3000000e+01   1.6397832e+00
   8.7965000e-01   3.3100000e+01   1.5947832e+00
   8.7970000e-01   3.3100000e+01   1.5947832e+00
   8.7975000e-01   3.3100000e+01   1.5947832e+00
   8.7980000e-01   3.3100000e+01   1.5947832e+00
   8.7985000e-01   3.3100000e+01   1.5947832e+00
   8.7990000e-01   3.3100000e+01   1.5947832e+00
   8.7995000e-01   3.3300000e+01   1.5567059e+00
   8.8000000e-01   3.3300000e+01   1.5567059e+00
   8.8005000e-01   3.3300000e+01   1.5567059e+00
   8.8010000e-01   3.3300000e+01   1.5567059e+00
   8.8015000e-01   3.3200000e+01   1.5902481e+00
   8.8020000e-01   3.3000000e+01   1.5846486e+00
   8.8025000e-01   3.3000000e+01   1.5846486e+00
   8.8030000e-01   3.2700000e+01   1.4685594e+00
   8.8035000e-01   3.2700000e+01   1.4685594e+00
   8.8040000e-01   3.2700000e+01   1.4685594e+00
   8.8045000e-01   3.2700000e+01   1.4685594e+00
   8.8050000e-01   3.2800000e+01   1.4360439e+00
   8.8055000e-01   3.2700000e+01   1.4067299e+00
   8.8060000e-01   3.2700000e+01   1.4067299e+00
   8.8065000e-01   3.2500000e+01   1.4548769e+00
   8.8070000e-01   3.2600000e+01   1.4847372e+00
   8.8075000e-01   3.2700000e+01   1.5278889e+00
   8.8080000e-01   3.2700000e+01   1.5278889e+00
   8.8085000e-01   3.2700000e+01   1.5278889e+00
   8.8090000e-01   3.2700000e+01   1.5278889e+00
   8.8095000e-01   3.2700000e+01   1.5278889e+00
   8.8100000e-01   3.2600000e+01   1.5790292e+00
   8.8105000e-01   3.2600000e+01   1.5790292e+00
   8.8110000e-01   3.2600000e+01   1.5790292e+00
   8.8115000e-01   3.2600000e+01   1.5790292e+00
   8.8120000e-01   3.2800000e+01   1.5902481e+00
   8.8125000e-01   3.2800000e+01   1.5902481e+00
   8.8130000e-01   3.2900000e+01   1.6360522e+00
   8.8135000e-01   3.2900000e+01   1.6495791e+00
   8.8140000e-01   3.2900000e+01   1.6495791e+00
   8.8145000e-01   3.2900000e+01   1.6495791e+00
   8.8150000e-01   3.2900000e+01   1.6495791e+00
   8.8155000e-01   3.2800000e+01   1.6041613e+00
   8.8160000e-01   3.2900000e+01   1.6360522e+00
   8.8165000e-01   3.2900000e+01   1.6360522e+00
   8.8170000e-01   3.2900000e+01   1.6360522e+00
   8.8175000e-01   3.2800000e+01   1.6041613e+00
   8.8180000e-01   3.2700000e+01   1.5567059e+00
   8.8185000e-01   3.2600000e+01   1.5577762e+00
   8.8190000e-01   3.2500000e+01   1.5581328e+00
   8.8195000e-01   3.2500000e+01   1.5581328e+00
   8.8200000e-01   3.2400000e+01   1.5648926e+00
   8.8205000e-01   3.2500000e+01   1.6141733e+00
   8.8210000e-01   3.2600000e+01   1.6343534e+00
   8.8215000e-01   3.2800000e+01   1.5405627e+00
   8.8220000e-01   3.2800000e+01   1.5405627e+00
   8.8225000e-01   3.2800000e+01   1.6041613e+00
   8.8230000e-01   3.2800000e+01   1.6041613e+00
   8.8235000e-01   3.2800000e+01   1.6041613e+00
   8.8240000e-01   3.2800000e+01   1.6041613e+00
   8.8245000e-01   3.2900000e+01   1.5666667e+00
   8.8250000e-01   3.2900000e+01   1.5666667e+00
   8.8255000e-01   3.2900000e+01   1.5666667e+00
   8.8260000e-01   3.2900000e+01   1.5666667e+00
   8.8265000e-01   3.3000000e+01   1.5347819e+00
   8.8270000e-01   3.2900000e+01   1.5666667e+00
   8.8275000e-01   3.3000000e+01   1.5420045e+00
   8.8280000e-01   3.3000000e+01   1.5420045e+00
   8.8285000e-01   3.3000000e+01   1.5420045e+00
   8.8290000e-01   3.3000000e+01   1.5420045e+00
   8.8295000e-01   3.3000000e+01   1.5420045e+00
   8.8300000e-01   3.3000000e+01   1.5420045e+00
   8.8305000e-01   3.2900000e+01   1.5162087e+00
   8.8310000e-01   3.3000000e+01   1.5420045e+00
   8.8315000e-01   3.3000000e+01   1.5420045e+00
   8.8320000e-01   3.3000000e+01   1.5420045e+00
   8.8325000e-01   3.3000000e+01   1.5420045e+00
   8.8330000e-01   3.3100000e+01   1.5947832e+00
   8.8335000e-01   3.3100000e+01   1.5947832e+00
   8.8340000e-01   3.3100000e+01   1.5947832e+00
   8.8345000e-01   3.3100000e+01   1.5947832e+00
   8.8350000e-01   3.3000000e+01   1.5776213e+00
   8.8355000e-01   3.2900000e+01   1.5307950e+00
   8.8360000e-01   3.3000000e+01   1.5776213e+00
   8.8365000e-01   3.3100000e+01   1.5947832e+00
   8.8370000e-01   3.3100000e+01   1.5947832e+00
   8.8375000e-01   3.3100000e+01   1.5947832e+00
   8.8380000e-01   3.3100000e+01   1.5947832e+00
   8.8385000e-01   3.3000000e+01   1.6261748e+00
   8.8390000e-01   3.3100000e+01   1.6495791e+00
   8.8395000e-01   3.3100000e+01   1.6495791e+00
   8.8400000e-01   3.3400000e+01   1.7587875e+00
   8.8405000e-01   3.3300000e+01   1.7704362e+00
   8.8410000e-01   3.3300000e+01   1.7704362e+00
   8.8415000e-01   3.3500000e+01   1.7716910e+00
   8.8420000e-01   3.3500000e+01   1.7716910e+00
   8.8425000e-01   3.3400000e+01   1.7900962e+00
   8.8430000e-01   3.3300000e+01   1.8138357e+00
   8.8435000e-01   3.3300000e+01   1.8138357e+00
   8.8440000e-01   3.3300000e+01   1.8015425e+00
   8.8445000e-01   3.3300000e+01   1.8015425e+00
   8.8450000e-01   3.3300000e+01   1.8015425e+00
   8.8455000e-01   3.3300000e+01   1.8015425e+00
   8.8460000e-01   3.3200000e+01   1.8306040e+00
   8.8465000e-01   3.3100000e+01   1.8705317e+00
   8.8470000e-01   3.3200000e+01   1.8427033e+00
   8.8475000e-01   3.3200000e+01   1.8427033e+00
   8.8480000e-01   3.3200000e+01   1.8427033e+00
   8.8485000e-01   3.3100000e+01   1.8705317e+00
   8.8490000e-01   3.3100000e+01   1.9347696e+00
   8.8495000e-01   3.3100000e+01   1.9347696e+00
   8.8500000e-01   3.3200000e+01   1.9652537e+00
   8.8505000e-01   3.3200000e+01   1.9652537e+00
   8.8510000e-01   3.3200000e+01   1.9652537e+00
   8.8515000e-01   3.3400000e+01   2.0011108e+00
