	time (s)	A		B		M		AM		BM		MAB		ABM		AB		MABM
   1.1119677e-01   6.4693396e-01   6.4693396e-01   3.5563806e+03   3.9658890e+01   3.9658890e+01   2.2320971e-03   2.2320971e-03   3.2007410e-05   5.9691994e+01
   1.1379213e-01   6.3109003e-01   6.3109003e-01   3.5563490e+03   3.9074332e+01   3.9074332e+01   2.2545596e-03   2.2545596e-03   3.2237903e-05   6.0292350e+01
   1.1644806e-01   6.1625721e-01   6.1625721e-01   3.5563194e+03   3.8499098e+01   3.8499098e+01   2.2766349e-03   2.2766349e-03   3.2477495e-05   6.0882372e+01
   1.1916598e-01   6.0220322e-01   6.0220322e-01   3.5562913e+03   3.7932393e+01   3.7932393e+01   2.2983625e-03   2.2983625e-03   3.2722016e-05   6.1463088e+01
   1.2194734e-01   5.8899937e-01   5.8899937e-01   3.5562650e+03   3.7375453e+01   3.7375453e+01   2.3196935e-03   2.3196935e-03   3.2971552e-05   6.2033189e+01
   1.2479362e-01   5.7663344e-01   5.7663344e-01   3.5562403e+03   3.6829307e+01   3.6829307e+01   2.3405888e-03   2.3405888e-03   3.3224475e-05   6.2591659e+01
   1.2770633e-01   5.6479329e-01   5.6479329e-01   3.5562166e+03   3.6291689e+01   3.6291689e+01   2.3611456e-03   2.3611456e-03   3.3477576e-05   6.3141076e+01
   1.3068702e-01   5.5351506e-01   5.5351506e-01   3.5561941e+03   3.5763628e+01   3.5763628e+01   2.3813242e-03   2.3813242e-03   3.3730532e-05   6.3680374e+01
   1.3373729e-01   5.4286385e-01   5.4286385e-01   3.5561728e+03   3.5246741e+01   3.5246741e+01   2.4010616e-03   2.4010616e-03   3.3982868e-05   6.4207873e+01
   1.3685874e-01   5.3268283e-01   5.3268283e-01   3.5561525e+03   3.4739893e+01   3.4739893e+01   2.4204053e-03   2.4204053e-03   3.4233166e-05   6.4724863e+01
   1.4005305e-01   5.2285918e-01   5.2285918e-01   3.5561329e+03   3.4241862e+01   3.4241862e+01   2.4394061e-03   2.4394061e-03   3.4481002e-05   6.5232679e+01
   1.4332192e-01   5.1342933e-01   5.1342933e-01   3.5561141e+03   3.3753829e+01   3.3753829e+01   2.4580185e-03   2.4580185e-03   3.4725928e-05   6.5730104e+01
   1.4666709e-01   5.0444311e-01   5.0444311e-01   3.5560962e+03   3.3277520e+01   3.3277520e+01   2.4761758e-03   2.4761758e-03   3.4967193e-05   6.6215364e+01
   1.5009033e-01   4.9578752e-01   4.9578752e-01   3.5560789e+03   3.2811476e+01   3.2811476e+01   2.4939363e-03   2.4939363e-03   3.5204511e-05   6.6690027e+01
   1.5359347e-01   4.8738007e-01   4.8738007e-01   3.5560621e+03   3.2354056e+01   3.2354056e+01   2.5113651e-03   2.5113651e-03   3.5438263e-05   6.7155819e+01
   1.5717837e-01   4.7924782e-01   4.7924782e-01   3.5560459e+03   3.1906380e+01   3.1906380e+01   2.5284193e-03   2.5284193e-03   3.5667937e-05   6.7611593e+01
   1.6084695e-01   4.7141945e-01   4.7141945e-01   3.5560302e+03   3.1469642e+01   3.1469642e+01   2.5450533e-03   2.5450534e-03   3.5892986e-05   6.8056127e+01
   1.6460115e-01   4.6391298e-01   4.6391298e-01   3.5560153e+03   3.1045483e+01   3.1045483e+01   2.5612042e-03   2.5612042e-03   3.6112353e-05   6.8487759e+01
   1.6844298e-01   4.5659440e-01   4.5659440e-01   3.5560007e+03   3.0629604e+01   3.0629604e+01   2.5770384e-03   2.5770384e-03   3.6327792e-05   6.8910925e+01
   1.7237447e-01   4.4947275e-01   4.4947275e-01   3.5559865e+03   3.0222532e+01   3.0222532e+01   2.5925359e-03   2.5925359e-03   3.6539044e-05   6.9325088e+01
   1.7639773e-01   4.4256997e-01   4.4256997e-01   3.5559727e+03   2.9825347e+01   2.9825347e+01   2.6076556e-03   2.6076556e-03   3.6745575e-05   6.9729145e+01
   1.8051489e-01   4.3590937e-01   4.3590937e-01   3.5559594e+03   2.9439195e+01   2.9439195e+01   2.6223536e-03   2.6223536e-03   3.6946821e-05   7.0121928e+01
   1.8472814e-01   4.2951368e-01   4.2951368e-01   3.5559466e+03   2.9065914e+01   2.9065914e+01   2.6365598e-03   2.6365598e-03   3.7141678e-05   7.0501576e+01
   1.8903974e-01   4.2327407e-01   4.2327407e-01   3.5559342e+03   2.8700633e+01   2.8700633e+01   2.6504609e-03   2.6504609e-03   3.7332515e-05   7.0873068e+01
   1.9345197e-01   4.1719616e-01   4.1719616e-01   3.5559220e+03   2.8343661e+01   2.8343661e+01   2.6640453e-03   2.6640453e-03   3.7519190e-05   7.1236091e+01
   1.9796718e-01   4.1129824e-01   4.1129824e-01   3.5559103e+03   2.7995985e+01   2.7995985e+01   2.6772752e-03   2.6772752e-03   3.7701197e-05   7.1589638e+01
   2.0258777e-01   4.0559971e-01   4.0559971e-01   3.5558989e+03   2.7658655e+01   2.7658655e+01   2.6901108e-03   2.6901108e-03   3.7878002e-05   7.1932641e+01
   2.0731621e-01   4.0013191e-01   4.0013191e-01   3.5558880e+03   2.7333531e+01   2.7333531e+01   2.7024810e-03   2.7024810e-03   3.8048614e-05   7.2263207e+01
   2.1215502e-01   3.9484906e-01   3.9484906e-01   3.5558775e+03   2.7018692e+01   2.7018692e+01   2.7144593e-03   2.7144593e-03   3.8213900e-05   7.2583305e+01
   2.1710676e-01   3.8970024e-01   3.8970024e-01   3.5558672e+03   2.6711226e+01   2.6711226e+01   2.7261568e-03   2.7261568e-03   3.8375407e-05   7.2895896e+01
   2.2217408e-01   3.8470073e-01   3.8470073e-01   3.5558572e+03   2.6412002e+01   2.6412002e+01   2.7375404e-03   2.7375404e-03   3.8532685e-05   7.3200098e+01
   2.2735967e-01   3.7986674e-01   3.7986674e-01   3.5558476e+03   2.6121939e+01   2.6121939e+01   2.7485752e-03   2.7485752e-03   3.8685257e-05   7.3494972e+01
   2.3266629e-01   3.7521545e-01   3.7521545e-01   3.5558383e+03   2.5842013e+01   2.5842013e+01   2.7592240e-03   2.7592240e-03   3.8832619e-05   7.3779528e+01
   2.3809677e-01   3.7077643e-01   3.7077643e-01   3.5558294e+03   2.5574117e+01   2.5574117e+01   2.7694147e-03   2.7694147e-03   3.8973744e-05   7.4051843e+01
   2.4365400e-01   3.6648996e-01   3.6648996e-01   3.5558209e+03   2.5315108e+01   2.5315108e+01   2.7792669e-03   2.7792669e-03   3.9110212e-05   7.4315118e+01
   2.4934094e-01   3.6232590e-01   3.6232590e-01   3.5558126e+03   2.5063114e+01   2.5063114e+01   2.7888521e-03   2.7888521e-03   3.9243038e-05   7.4571256e+01
   2.5516061e-01   3.5829760e-01   3.5829760e-01   3.5558045e+03   2.4818917e+01   2.4818917e+01   2.7981407e-03   2.7981407e-03   3.9371813e-05   7.4819463e+01
   2.6111611e-01   3.5441924e-01   3.5441924e-01   3.5557968e+03   2.4583344e+01   2.4583344e+01   2.8071010e-03   2.8071010e-03   3.9496106e-05   7.5058897e+01
   2.6721062e-01   3.5070584e-01   3.5070584e-01   3.5557894e+03   2.4357273e+01   2.4357273e+01   2.8156997e-03   2.8156997e-03   3.9615457e-05   7.5288664e+01
   2.7344737e-01   3.4718368e-01   3.4718368e-01   3.5557823e+03   2.4142407e+01   2.4142407e+01   2.8238719e-03   2.8238719e-03   3.9728943e-05   7.5507036e+01
   2.7982969e-01   3.4379843e-01   3.4379843e-01   3.5557756e+03   2.3935738e+01   2.3935738e+01   2.8317321e-03   2.8317321e-03   3.9838108e-05   7.5717074e+01
   2.8636097e-01   3.4052218e-01   3.4052218e-01   3.5557691e+03   2.3735492e+01   2.3735492e+01   2.8393480e-03   2.8393480e-03   3.9943912e-05   7.5920581e+01
   2.9304470e-01   3.3736635e-01   3.3736635e-01   3.5557628e+03   2.3542349e+01   2.3542349e+01   2.8466935e-03   2.8466935e-03   4.0045995e-05   7.6116864e+01
   2.9988442e-01   3.3434305e-01   3.3434305e-01   3.5557567e+03   2.3357033e+01   2.3357033e+01   2.8537414e-03   2.8537414e-03   4.0143980e-05   7.6305190e+01
   3.0688379e-01   3.3146510e-01   3.3146510e-01   3.5557510e+03   2.3180308e+01   2.3180308e+01   2.8604624e-03   2.8604624e-03   4.0237463e-05   7.6484779e+01
   3.1404652e-01   3.2875517e-01   3.2875517e-01   3.5557456e+03   2.3013630e+01   2.3013630e+01   2.8668011e-03   2.8668011e-03   4.0325663e-05   7.6654154e+01
   3.2137643e-01   3.2617153e-01   3.2617153e-01   3.5557404e+03   2.2854659e+01   2.2854659e+01   2.8728466e-03   2.8728466e-03   4.0409783e-05   7.6815697e+01
   3.2887743e-01   3.2368161e-01   3.2368161e-01   3.5557355e+03   2.2701324e+01   2.2701324e+01   2.8786777e-03   2.8786777e-03   4.0490937e-05   7.6971510e+01
   3.3655350e-01   3.2129487e-01   3.2129487e-01   3.5557307e+03   2.2554197e+01   2.2554197e+01   2.8842727e-03   2.8842727e-03   4.0568824e-05   7.7121012e+01
   3.4440873e-01   3.1902133e-01   3.1902133e-01   3.5557262e+03   2.2413886e+01   2.2413886e+01   2.8896084e-03   2.8896084e-03   4.0643123e-05   7.7263586e+01
   3.5244730e-01   3.1687161e-01   3.1687161e-01   3.5557219e+03   2.2281033e+01   2.2281033e+01   2.8946604e-03   2.8946604e-03   4.0713496e-05   7.7398579e+01
   3.6067350e-01   3.1486301e-01   3.1486301e-01   3.5557179e+03   2.2156730e+01   2.2156730e+01   2.8993873e-03   2.8993873e-03   4.0779359e-05   7.7524881e+01
   3.6909169e-01   3.1297481e-01   3.1297481e-01   3.5557141e+03   2.2039871e+01   2.2039871e+01   2.9038309e-03   2.9038309e-03   4.0841273e-05   7.7643619e+01
   3.7770637e-01   3.1116320e-01   3.1116320e-01   3.5557105e+03   2.1927687e+01   2.1927687e+01   2.9080968e-03   2.9080968e-03   4.0900718e-05   7.7757607e+01
   3.8652212e-01   3.0943567e-01   3.0943567e-01   3.5557070e+03   2.1820634e+01   2.1820634e+01   2.9121676e-03   2.9121676e-03   4.0957453e-05   7.7866378e+01
   3.9554362e-01   3.0780016e-01   3.0780016e-01   3.5557038e+03   2.1719201e+01   2.1719201e+01   2.9160246e-03   2.9160246e-03   4.1011220e-05   7.7969440e+01
   4.0477570e-01   3.0626506e-01   3.0626506e-01   3.5557007e+03   2.1623899e+01   2.1623899e+01   2.9196484e-03   2.9196484e-03   4.1061748e-05   7.8066269e+01
   4.1422325e-01   3.0483926e-01   3.0483926e-01   3.5556979e+03   2.1535276e+01   2.1535276e+01   2.9230183e-03   2.9230183e-03   4.1108748e-05   7.8156312e+01
   4.2389131e-01   3.0353214e-01   3.0353214e-01   3.5556952e+03   2.1454038e+01   2.1454038e+01   2.9261073e-03   2.9261073e-03   4.1151827e-05   7.8238851e+01
   4.3378502e-01   3.0228538e-01   3.0228538e-01   3.5556928e+03   2.1376527e+01   2.1376527e+01   2.9290545e-03   2.9290545e-03   4.1192931e-05   7.8317602e+01
   4.4390965e-01   3.0110229e-01   3.0110229e-01   3.5556904e+03   2.1302942e+01   2.1302942e+01   2.9318525e-03   2.9318525e-03   4.1231958e-05   7.8392364e+01
   4.5427060e-01   2.9998874e-01   2.9998874e-01   3.5556882e+03   2.1233645e+01   2.1233645e+01   2.9344874e-03   2.9344874e-03   4.1268716e-05   7.8462769e+01
   4.6487337e-01   2.9895094e-01   2.9895094e-01   3.5556861e+03   2.1169020e+01   2.1169020e+01   2.9369447e-03   2.9369447e-03   4.1303000e-05   7.8528428e+01
   4.7572361e-01   2.9799547e-01   2.9799547e-01   3.5556842e+03   2.1109471e+01   2.1109471e+01   2.9392089e-03   2.9392089e-03   4.1334597e-05   7.8588927e+01
   4.8682710e-01   2.9713561e-01   2.9713561e-01   3.5556825e+03   2.1055858e+01   2.1055858e+01   2.9412474e-03   2.9412474e-03   4.1363046e-05   7.8643396e+01
   4.9818975e-01   2.9633846e-01   2.9633846e-01   3.5556809e+03   2.1006169e+01   2.1006169e+01   2.9431367e-03   2.9431367e-03   4.1389410e-05   7.8693879e+01
   5.0981761e-01   2.9558454e-01   2.9558453e-01   3.5556794e+03   2.0959162e+01   2.0959162e+01   2.9449240e-03   2.9449240e-03   4.1414353e-05   7.8741636e+01
   5.2171686e-01   2.9487777e-01   2.9487777e-01   3.5556780e+03   2.0915082e+01   2.0915082e+01   2.9466001e-03   2.9466000e-03   4.1437744e-05   7.8786420e+01
   5.3389384e-01   2.9422232e-01   2.9422232e-01   3.5556767e+03   2.0874186e+01   2.0874186e+01   2.9481550e-03   2.9481550e-03   4.1459448e-05   7.8827967e+01
   5.4635504e-01   2.9362259e-01   2.9362259e-01   3.5556755e+03   2.0836749e+01   2.0836749e+01   2.9495784e-03   2.9495784e-03   4.1479318e-05   7.8866001e+01
   5.5910708e-01   2.9308322e-01   2.9308323e-01   3.5556744e+03   2.0803060e+01   2.0803060e+01   2.9508593e-03   2.9508594e-03   4.1497201e-05   7.8900228e+01
   5.7215676e-01   2.9261376e-01   2.9261376e-01   3.5556735e+03   2.0773736e+01   2.0773736e+01   2.9519743e-03   2.9519743e-03   4.1512766e-05   7.8930018e+01
   5.8551102e-01   2.9217971e-01   2.9217971e-01   3.5556726e+03   2.0746632e+01   2.0746632e+01   2.9530048e-03   2.9530048e-03   4.1527153e-05   7.8957554e+01
   5.9917697e-01   2.9177274e-01   2.9177274e-01   3.5556718e+03   2.0721216e+01   2.0721216e+01   2.9539712e-03   2.9539712e-03   4.1540643e-05   7.8983376e+01
   6.1316188e-01   2.9139524e-01   2.9139524e-01   3.5556710e+03   2.0697635e+01   2.0697635e+01   2.9548677e-03   2.9548677e-03   4.1553160e-05   7.9007332e+01
   6.2747321e-01   2.9104975e-01   2.9104975e-01   3.5556703e+03   2.0676049e+01   2.0676049e+01   2.9556885e-03   2.9556885e-03   4.1564619e-05   7.9029262e+01
   6.4211857e-01   2.9073893e-01   2.9073893e-01   3.5556697e+03   2.0656623e+01   2.0656623e+01   2.9564271e-03   2.9564271e-03   4.1574932e-05   7.9048997e+01
   6.5710575e-01   2.9046562e-01   2.9046562e-01   3.5556692e+03   2.0639535e+01   2.0639535e+01   2.9570768e-03   2.9570768e-03   4.1584005e-05   7.9066358e+01
   6.7244274e-01   2.9023603e-01   2.9023603e-01   3.5556687e+03   2.0625177e+01   2.0625177e+01   2.9576227e-03   2.9576227e-03   4.1591628e-05   7.9080944e+01
   6.8813770e-01   2.9003606e-01   2.9003606e-01   3.5556683e+03   2.0612678e+01   2.0612678e+01   2.9580980e-03   2.9580980e-03   4.1598263e-05   7.9093642e+01
   7.0419898e-01   2.8984901e-01   2.8984901e-01   3.5556679e+03   2.0600986e+01   2.0600986e+01   2.9585425e-03   2.9585425e-03   4.1604470e-05   7.9105520e+01
   7.2063513e-01   2.8967601e-01   2.8967601e-01   3.5556676e+03   2.0590172e+01   2.0590172e+01   2.9589537e-03   2.9589537e-03   4.1610212e-05   7.9116506e+01
   7.3745491e-01   2.8951828e-01   2.8951828e-01   3.5556673e+03   2.0580310e+01   2.0580310e+01   2.9593286e-03   2.9593286e-03   4.1615447e-05   7.9126525e+01
   7.5466726e-01   2.8937706e-01   2.8937706e-01   3.5556670e+03   2.0571480e+01   2.0571480e+01   2.9596643e-03   2.9596643e-03   4.1620135e-05   7.9135495e+01
   7.7228136e-01   2.8925371e-01   2.8925371e-01   3.5556668e+03   2.0563766e+01   2.0563766e+01   2.9599576e-03   2.9599576e-03   4.1624231e-05   7.9143332e+01
   7.9030657e-01   2.8914964e-01   2.8914964e-01   3.5556666e+03   2.0557256e+01   2.0557256e+01   2.9602051e-03   2.9602051e-03   4.1627687e-05   7.9149946e+01
   8.0875249e-01   2.8906728e-01   2.8906728e-01   3.5556664e+03   2.0552102e+01   2.0552102e+01   2.9604011e-03   2.9604011e-03   4.1630424e-05   7.9155182e+01
   8.2762895e-01   2.8900314e-01   2.8900314e-01   3.5556663e+03   2.0548091e+01   2.0548091e+01   2.9605536e-03   2.9605536e-03   4.1632553e-05   7.9159256e+01
   8.4694598e-01   2.8894312e-01   2.8894312e-01   3.5556661e+03   2.0544338e+01   2.0544338e+01   2.9606963e-03   2.9606963e-03   4.1634546e-05   7.9163069e+01
   8.6671388e-01   2.8888757e-01   2.8888757e-01   3.5556660e+03   2.0540865e+01   2.0540865e+01   2.9608284e-03   2.9608284e-03   4.1636390e-05   7.9166598e+01
   8.8694317e-01   2.8883689e-01   2.8883689e-01   3.5556659e+03   2.0537695e+01   2.0537695e+01   2.9609489e-03   2.9609489e-03   4.1638073e-05   7.9169818e+01
   9.0764461e-01   2.8879147e-01   2.8879147e-01   3.5556658e+03   2.0534854e+01   2.0534854e+01   2.9610569e-03   2.9610569e-03   4.1639581e-05   7.9172704e+01
   9.2882923e-01   2.8875174e-01   2.8875174e-01   3.5556658e+03   2.0532370e+01   2.0532370e+01   2.9611514e-03   2.9611514e-03   4.1640901e-05   7.9175228e+01
   9.5050830e-01   2.8871815e-01   2.8871815e-01   3.5556657e+03   2.0530269e+01   2.0530269e+01   2.9612312e-03   2.9612312e-03   4.1642016e-05   7.9177362e+01
   9.7269336e-01   2.8869119e-01   2.8869119e-01   3.5556656e+03   2.0528582e+01   2.0528582e+01   2.9612953e-03   2.9612953e-03   4.1642912e-05   7.9179076e+01
   9.9539623e-01   2.8867135e-01   2.8867135e-01   3.5556656e+03   2.0527341e+01   2.0527341e+01   2.9613425e-03   2.9613425e-03   4.1643571e-05   7.9180337e+01
   1.0186290e+00   2.8865956e-01   2.8865956e-01   3.5556656e+03   2.0526603e+01   2.0526603e+01   2.9613706e-03   2.9613706e-03   4.1643963e-05   7.9181087e+01
   1.0424040e+00   2.8865104e-01   2.8865104e-01   3.5556656e+03   2.0526070e+01   2.0526070e+01   2.9613909e-03   2.9613909e-03   4.1644246e-05   7.9181628e+01
   1.0667339e+00   2.8864301e-01   2.8864301e-01   3.5556655e+03   2.0525568e+01   2.0525568e+01   2.9614099e-03   2.9614099e-03   4.1644512e-05   7.9182138e+01
   1.0916317e+00   2.8863554e-01   2.8863554e-01   3.5556655e+03   2.0525100e+01   2.0525100e+01   2.9614277e-03   2.9614277e-03   4.1644760e-05   7.9182613e+01
   1.1171107e+00   2.8862866e-01   2.8862866e-01   3.5556655e+03   2.0524670e+01   2.0524670e+01   2.9614441e-03   2.9614441e-03   4.1644989e-05   7.9183050e+01
   1.1431843e+00   2.8862243e-01   2.8862243e-01   3.5556655e+03   2.0524280e+01   2.0524280e+01   2.9614589e-03   2.9614589e-03   4.1645196e-05   7.9183446e+01
   1.1698664e+00   2.8861689e-01   2.8861689e-01   3.5556655e+03   2.0523934e+01   2.0523934e+01   2.9614721e-03   2.9614721e-03   4.1645379e-05   7.9183798e+01
   1.1971713e+00   2.8861211e-01   2.8861211e-01   3.5556655e+03   2.0523635e+01   2.0523635e+01   2.9614834e-03   2.9614834e-03   4.1645538e-05   7.9184102e+01
   1.2251136e+00   2.8860815e-01   2.8860815e-01   3.5556655e+03   2.0523387e+01   2.0523387e+01   2.9614929e-03   2.9614929e-03   4.1645670e-05   7.9184354e+01
   1.2537080e+00   2.8860506e-01   2.8860506e-01   3.5556655e+03   2.0523194e+01   2.0523194e+01   2.9615002e-03   2.9615002e-03   4.1645772e-05   7.9184550e+01
   1.2829698e+00   2.8860291e-01   2.8860291e-01   3.5556655e+03   2.0523060e+01   2.0523060e+01   2.9615053e-03   2.9615053e-03   4.1645844e-05   7.9184686e+01
   1.3129146e+00   2.8860178e-01   2.8860178e-01   3.5556655e+03   2.0522989e+01   2.0522989e+01   2.9615080e-03   2.9615080e-03   4.1645881e-05   7.9184758e+01
   1.3435583e+00   2.8860174e-01   2.8860174e-01   3.5556655e+03   2.0522986e+01   2.0522986e+01   2.9615081e-03   2.9615081e-03   4.1645883e-05   7.9184761e+01
   1.3749172e+00   2.8860239e-01   2.8860239e-01   3.5556655e+03   2.0523027e+01   2.0523027e+01   2.9615065e-03   2.9615065e-03   4.1645861e-05   7.9184719e+01
   1.4070081e+00   2.8860293e-01   2.8860293e-01   3.5556655e+03   2.0523061e+01   2.0523061e+01   2.9615053e-03   2.9615053e-03   4.1645843e-05   7.9184685e+01
   1.4398480e+00   2.8860345e-01   2.8860345e-01   3.5556655e+03   2.0523093e+01   2.0523093e+01   2.9615040e-03   2.9615040e-03   4.1645826e-05   7.9184652e+01
   1.4734543e+00   2.8860395e-01   2.8860395e-01   3.5556655e+03   2.0523124e+01   2.0523124e+01   2.9615028e-03   2.9615028e-03   4.1645809e-05   7.9184621e+01
   1.5078450e+00   2.8860443e-01   2.8860443e-01   3.5556655e+03   2.0523154e+01   2.0523154e+01   2.9615017e-03   2.9615017e-03   4.1645794e-05   7.9184590e+01
   1.5430385e+00   2.8860488e-01   2.8860488e-01   3.5556655e+03   2.0523183e+01   2.0523183e+01   2.9615006e-03   2.9615006e-03   4.1645778e-05   7.9184561e+01
   1.5790533e+00   2.8860531e-01   2.8860531e-01   3.5556655e+03   2.0523210e+01   2.0523210e+01   2.9614996e-03   2.9614996e-03   4.1645764e-05   7.9184534e+01
   1.6159088e+00   2.8860571e-01   2.8860571e-01   3.5556655e+03   2.0523235e+01   2.0523235e+01   2.9614986e-03   2.9614986e-03   4.1645751e-05   7.9184509e+01
   1.6536244e+00   2.8860608e-01   2.8860608e-01   3.5556655e+03   2.0523258e+01   2.0523258e+01   2.9614978e-03   2.9614978e-03   4.1645738e-05   7.9184485e+01
   1.6922204e+00   2.8860642e-01   2.8860642e-01   3.5556655e+03   2.0523279e+01   2.0523279e+01   2.9614970e-03   2.9614970e-03   4.1645727e-05   7.9184463e+01
   1.7317171e+00   2.8860673e-01   2.8860673e-01   3.5556655e+03   2.0523298e+01   2.0523298e+01   2.9614962e-03   2.9614962e-03   4.1645717e-05   7.9184444e+01
   1.7721358e+00   2.8860699e-01   2.8860699e-01   3.5556655e+03   2.0523315e+01   2.0523315e+01   2.9614956e-03   2.9614956e-03   4.1645708e-05   7.9184427e+01
   1.8134978e+00   2.8860721e-01   2.8860721e-01   3.5556655e+03   2.0523329e+01   2.0523329e+01   2.9614951e-03   2.9614951e-03   4.1645701e-05   7.9184413e+01
   1.8558252e+00   2.8860739e-01   2.8860739e-01   3.5556655e+03   2.0523340e+01   2.0523340e+01   2.9614947e-03   2.9614946e-03   4.1645695e-05   7.9184402e+01
   1.8991406e+00   2.8860752e-01   2.8860752e-01   3.5556655e+03   2.0523348e+01   2.0523348e+01   2.9614943e-03   2.9614943e-03   4.1645691e-05   7.9184393e+01
   1.9434669e+00   2.8860760e-01   2.8860760e-01   3.5556655e+03   2.0523353e+01   2.0523353e+01   2.9614942e-03   2.9614941e-03   4.1645688e-05   7.9184388e+01
   1.9888279e+00   2.8860763e-01   2.8860763e-01   3.5556655e+03   2.0523354e+01   2.0523354e+01   2.9614941e-03   2.9614941e-03   4.1645687e-05   7.9184387e+01
   2.0352475e+00   2.8860759e-01   2.8860759e-01   3.5556655e+03   2.0523352e+01   2.0523352e+01   2.9614942e-03   2.9614942e-03   4.1645688e-05   7.9184389e+01
   2.0827506e+00   2.8860749e-01   2.8860749e-01   3.5556655e+03   2.0523346e+01   2.0523346e+01   2.9614944e-03   2.9614944e-03   4.1645692e-05   7.9184395e+01
   2.1313625e+00   2.8860732e-01   2.8860732e-01   3.5556655e+03   2.0523336e+01   2.0523336e+01   2.9614948e-03   2.9614948e-03   4.1645697e-05   7.9184406e+01
   2.1811089e+00   2.8860709e-01   2.8860708e-01   3.5556655e+03   2.0523321e+01   2.0523321e+01   2.9614954e-03   2.9614954e-03   4.1645705e-05   7.9184421e+01
   2.2320165e+00   2.8860677e-01   2.8860677e-01   3.5556655e+03   2.0523301e+01   2.0523301e+01   2.9614961e-03   2.9614961e-03   4.1645716e-05   7.9184441e+01
   2.2841122e+00   2.8860661e-01   2.8860661e-01   3.5556655e+03   2.0523291e+01   2.0523291e+01   2.9614965e-03   2.9614965e-03   4.1645721e-05   7.9184452e+01
   2.3374239e+00   2.8860645e-01   2.8860645e-01   3.5556655e+03   2.0523281e+01   2.0523281e+01   2.9614969e-03   2.9614969e-03   4.1645726e-05   7.9184462e+01
   2.3919798e+00   2.8860630e-01   2.8860630e-01   3.5556655e+03   2.0523271e+01   2.0523271e+01   2.9614973e-03   2.9614973e-03   4.1645731e-05   7.9184471e+01
   2.4478092e+00   2.8860616e-01   2.8860616e-01   3.5556655e+03   2.0523263e+01   2.0523263e+01   2.9614976e-03   2.9614976e-03   4.1645736e-05   7.9184480e+01
   2.5049415e+00   2.8860604e-01   2.8860604e-01   3.5556655e+03   2.0523255e+01   2.0523255e+01   2.9614979e-03   2.9614979e-03   4.1645740e-05   7.9184488e+01
   2.5634074e+00   2.8860593e-01   2.8860593e-01   3.5556655e+03   2.0523248e+01   2.0523248e+01   2.9614981e-03   2.9614981e-03   4.1645744e-05   7.9184495e+01
   2.6232379e+00   2.8860583e-01   2.8860583e-01   3.5556655e+03   2.0523242e+01   2.0523242e+01   2.9614984e-03   2.9614984e-03   4.1645747e-05   7.9184501e+01
   2.6844648e+00   2.8860575e-01   2.8860575e-01   3.5556655e+03   2.0523237e+01   2.0523237e+01   2.9614986e-03   2.9614986e-03   4.1645750e-05   7.9184506e+01
   2.7471208e+00   2.8860568e-01   2.8860568e-01   3.5556655e+03   2.0523233e+01   2.0523233e+01   2.9614987e-03   2.9614987e-03   4.1645752e-05   7.9184510e+01
   2.8112392e+00   2.8860564e-01   2.8860564e-01   3.5556655e+03   2.0523230e+01   2.0523230e+01   2.9614988e-03   2.9614988e-03   4.1645753e-05   7.9184513e+01
   2.8768541e+00   2.8860561e-01   2.8860561e-01   3.5556655e+03   2.0523228e+01   2.0523228e+01   2.9614989e-03   2.9614989e-03   4.1645754e-05   7.9184515e+01
   2.9440005e+00   2.8860560e-01   2.8860560e-01   3.5556655e+03   2.0523228e+01   2.0523228e+01   2.9614989e-03   2.9614989e-03   4.1645754e-05   7.9184516e+01
   3.0127141e+00   2.8860562e-01   2.8860562e-01   3.5556655e+03   2.0523229e+01   2.0523229e+01   2.9614989e-03   2.9614989e-03   4.1645754e-05   7.9184515e+01
   3.0830315e+00   2.8860565e-01   2.8860565e-01   3.5556655e+03   2.0523231e+01   2.0523231e+01   2.9614988e-03   2.9614988e-03   4.1645753e-05   7.9184512e+01
   3.1549901e+00   2.8860572e-01   2.8860572e-01   3.5556655e+03   2.0523235e+01   2.0523235e+01   2.9614986e-03   2.9614986e-03   4.1645751e-05   7.9184508e+01
   3.2286282e+00   2.8860581e-01   2.8860581e-01   3.5556655e+03   2.0523241e+01   2.0523241e+01   2.9614984e-03   2.9614984e-03   4.1645748e-05   7.9184502e+01
   3.3039851e+00   2.8860586e-01   2.8860586e-01   3.5556655e+03   2.0523244e+01   2.0523244e+01   2.9614983e-03   2.9614983e-03   4.1645746e-05   7.9184499e+01
   3.3811008e+00   2.8860591e-01   2.8860591e-01   3.5556655e+03   2.0523247e+01   2.0523247e+01   2.9614982e-03   2.9614982e-03   4.1645744e-05   7.9184496e+01
   3.4600164e+00   2.8860595e-01   2.8860595e-01   3.5556655e+03   2.0523249e+01   2.0523249e+01   2.9614981e-03   2.9614981e-03   4.1645743e-05   7.9184494e+01
   3.5407739e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523252e+01   2.0523252e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184491e+01
   3.6234163e+00   2.8860601e-01   2.8860601e-01   3.5556655e+03   2.0523253e+01   2.0523253e+01   2.9614979e-03   2.9614979e-03   4.1645741e-05   7.9184490e+01
   3.7079876e+00   2.8860603e-01   2.8860603e-01   3.5556655e+03   2.0523255e+01   2.0523255e+01   2.9614979e-03   2.9614979e-03   4.1645740e-05   7.9184488e+01
