Time (s),A(a),R(r),A(a!1).R(r!1)
0,1000,1000,0
2e-05,990,990,10
4e-05,980,980,20
6e-05,966,966,34
8e-05,955,955,45
0.0001,947,947,53
0.00012,941,941,59
0.00014,932,932,68
0.00016,920,920,80
0.00018,905,905,95
0.0002,892,892,108
0.00022,882,882,118
0.00024,871,871,129
0.00026,861,861,139
0.00028,851,851,149
0.0003,845,845,155
0.00032,839,839,161
0.00034,830,830,170
0.00036,820,820,180
0.00038,809,809,191
0.0004,800,800,200
0.00042,796,796,204
0.00044,788,788,212
0.00046,779,779,221
0.00048,772,772,228
0.0005,763,763,237
0.00052,756,756,244
0.00054,751,751,249
0.00056,745,745,255
0.00058,738,738,262
0.0006,732,732,268
0.00062,726,726,274
0.00064,724,724,276
0.00066,721,721,279
0.00068,716,716,284
0.0007,713,713,287
0.00072,709,709,291
0.00074,707,707,293
0.00076,704,704,296
0.00078,699,699,301
0.0008,689,689,311
0.00082,687,687,313
0.00084,679,679,321
0.00086,675,675,325
0.00088,670,670,330
0.0009,666,666,334
0.00092,659,659,341
0.00094,656,656,344
0.00096,653,653,347
0.00098,649,649,351
0.001,643,643,357
0.00102,639,639,361
0.00104,636,636,364
0.00106,634,634,366
0.00108,632,632,368
0.0011,628,628,372
0.00112,622,622,378
0.00114,620,620,380
0.00116,617,617,383
0.00118,613,613,387
0.0012,611,611,389
0.00122,607,607,393
0.00124,604,604,396
0.00126,601,601,399
0.00128,592,592,408
0.0013,586,586,414
0.00132,580,580,420
0.00134,576,576,424
0.00136,575,575,425
0.00138,572,572,428
0.0014,566,566,434
0.00142,565,565,435
0.00144,563,563,437
0.00146,564,564,436
0.00148,556,556,444
0.0015,547,547,453
0.00152,542,542,458
0.00154,542,542,458
0.00156,539,539,461
0.00158,533,533,467
0.0016,531,531,469
0.00162,528,528,472
0.00164,525,525,475
0.00166,519,519,481
0.00168,516,516,484
0.0017,511,511,489
0.00172,506,506,494
0.00174,505,505,495
0.00176,505,505,495
0.00178,506,506,494
0.0018,503,503,497
0.00182,502,502,498
0.00184,500,500,500
0.00186,500,500,500
0.00188,501,501,499
0.0019,499,499,501
0.00192,498,498,502
0.00194,494,494,506
0.00196,493,493,507
0.00198,491,491,509
0.002,486,486,514
0.00202,485,485,515
0.00204,480,480,520
0.00206,478,478,522
0.00208,475,475,525
0.0021,472,472,528
0.00212,469,469,531
0.00214,467,467,533
0.00216,466,466,534
0.00218,463,463,537
0.0022,460,460,540
0.00222,459,459,541
0.00224,458,458,542
0.00226,455,455,545
0.00228,453,453,547
0.0023,451,451,549
0.00232,451,451,549
0.00234,447,447,553
0.00236,447,447,553
0.00238,445,445,555
0.0024,446,446,554
0.00242,443,443,557
0.00244,444,444,556
0.00246,443,443,557
0.00248,437,437,563
0.0025,437,437,563
0.00252,434,434,566
0.00254,433,433,567
0.00256,428,428,572
0.00258,424,424,576
0.0026,422,422,578
0.00262,421,421,579
0.00264,417,417,583
0.00266,416,416,584
0.00268,417,417,583
0.0027,417,417,583
0.00272,417,417,583
0.00274,415,415,585
0.00276,415,415,585
0.00278,413,413,587
0.0028,411,411,589
0.00282,411,411,589
0.00284,408,408,592
0.00286,405,405,595
0.00288,406,406,594
0.0029,405,405,595
0.00292,404,404,596
0.00294,405,405,595
0.00296,402,402,598
0.00298,401,401,599
0.003,397,397,603
0.00302,395,395,605
0.00304,393,393,607
0.00306,393,393,607
0.00308,394,394,606
0.0031,391,391,609
0.00312,385,385,615
0.00314,384,384,616
0.00316,383,383,617
0.00318,383,383,617
0.0032,382,382,618
0.00322,383,383,617
0.00324,383,383,617
0.00326,384,384,616
0.00328,384,384,616
0.0033,383,383,617
0.00332,384,384,616
0.00334,382,382,618
0.00336,382,382,618
0.00338,381,381,619
0.0034,381,381,619
0.00342,381,381,619
0.00344,381,381,619
0.00346,381,381,619
0.00348,379,379,621
0.0035,379,379,621
0.00352,380,380,620
0.00354,379,379,621
0.00356,377,377,623
0.00358,373,373,627
0.0036,372,372,628
0.00362,372,372,628
0.00364,372,372,628
0.00366,368,368,632
0.00368,366,366,634
0.0037,363,363,637
0.00372,364,364,636
0.00374,362,362,638
0.00376,361,361,639
0.00378,360,360,640
0.0038,358,358,642
0.00382,359,359,641
0.00384,357,357,643
0.00386,356,356,644
0.00388,356,356,644
0.0039,353,353,647
0.00392,353,353,647
0.00394,352,352,648
0.00396,350,350,650
0.00398,352,352,648
0.004,352,352,648
0.00402,350,350,650
0.00404,349,349,651
0.00406,348,348,652
0.00408,348,348,652
0.0041,345,345,655
0.00412,345,345,655
0.00414,342,342,658
0.00416,341,341,659
0.00418,341,341,659
0.0042,341,341,659
0.00422,341,341,659
0.00424,340,340,660
0.00426,341,341,659
0.00428,341,341,659
0.0043,340,340,660
0.00432,339,339,661
0.00434,339,339,661
0.00436,340,340,660
0.00438,341,341,659
0.0044,342,342,658
0.00442,343,343,657
0.00444,343,343,657
0.00446,343,343,657
0.00448,342,342,658
0.0045,342,342,658
0.00452,340,340,660
0.00454,339,339,661
0.00456,338,338,662
0.00458,338,338,662
0.0046,336,336,664
0.00462,334,334,666
0.00464,335,335,665
0.00466,337,337,663
0.00468,336,336,664
0.0047,335,335,665
0.00472,336,336,664
0.00474,336,336,664
0.00476,336,336,664
0.00478,336,336,664
0.0048,336,336,664
0.00482,336,336,664
0.00484,335,335,665
0.00486,333,333,667
0.00488,332,332,668
0.0049,331,331,669
0.00492,330,330,670
0.00494,328,328,672
0.00496,330,330,670
0.00498,334,334,666
0.005,333,333,667
0.00502,332,332,668
0.00504,330,330,670
0.00506,331,331,669
0.00508,330,330,670
0.0051,329,329,671
0.00512,328,328,672
0.00514,328,328,672
0.00516,327,327,673
0.00518,326,326,674
0.0052,327,327,673
0.00522,326,326,674
0.00524,324,324,676
0.00526,321,321,679
0.00528,321,321,679
0.0053,320,320,680
0.00532,319,319,681
0.00534,320,320,680
0.00536,320,320,680
0.00538,320,320,680
0.0054,320,320,680
0.00542,321,321,679
0.00544,318,318,682
0.00546,317,317,683
0.00548,316,316,684
0.0055,316,316,684
0.00552,318,318,682
0.00554,314,314,686
0.00556,313,313,687
0.00558,313,313,687
0.0056,312,312,688
0.00562,311,311,689
0.00564,312,312,688
0.00566,312,312,688
0.00568,309,309,691
0.0057,306,306,694
0.00572,308,308,692
0.00574,308,308,692
0.00576,303,303,697
0.00578,305,305,695
0.0058,305,305,695
0.00582,307,307,693
0.00584,307,307,693
0.00586,307,307,693
0.00588,306,306,694
0.0059,305,305,695
0.00592,308,308,692
0.00594,306,306,694
0.00596,306,306,694
0.00598,305,305,695
0.006,307,307,693
0.00602,305,305,695
0.00604,303,303,697
0.00606,304,304,696
0.00608,302,302,698
0.0061,302,302,698
0.00612,302,302,698
0.00614,301,301,699
0.00616,301,301,699
0.00618,299,299,701
0.0062,299,299,701
0.00622,299,299,701
0.00624,300,300,700
0.00626,299,299,701
0.00628,298,298,702
0.0063,298,298,702
0.00632,298,298,702
0.00634,296,296,704
0.00636,293,293,707
0.00638,294,294,706
0.0064,294,294,706
0.00642,295,295,705
0.00644,296,296,704
0.00646,298,298,702
0.00648,299,299,701
0.0065,299,299,701
0.00652,299,299,701
0.00654,298,298,702
0.00656,298,298,702
0.00658,299,299,701
0.0066,297,297,703
0.00662,296,296,704
0.00664,296,296,704
0.00666,295,295,705
0.00668,295,295,705
0.0067,296,296,704
0.00672,296,296,704
0.00674,296,296,704
0.00676,297,297,703
0.00678,295,295,705
0.0068,293,293,707
0.00682,292,292,708
0.00684,294,294,706
0.00686,293,293,707
0.00688,290,290,710
0.0069,289,289,711
0.00692,290,290,710
0.00694,291,291,709
0.00696,289,289,711
0.00698,289,289,711
0.007,286,286,714
0.00702,285,285,715
0.00704,286,286,714
0.00706,286,286,714
0.00708,287,287,713
0.0071,287,287,713
0.00712,286,286,714
0.00714,284,284,716
0.00716,285,285,715
0.00718,283,283,717
0.0072,284,284,716
0.00722,283,283,717
0.00724,283,283,717
0.00726,283,283,717
0.00728,283,283,717
0.0073,283,283,717
0.00732,283,283,717
0.00734,285,285,715
0.00736,284,284,716
0.00738,285,285,715
0.0074,286,286,714
0.00742,287,287,713
0.00744,287,287,713
0.00746,285,285,715
0.00748,283,283,717
0.0075,283,283,717
0.00752,283,283,717
0.00754,282,282,718
0.00756,282,282,718
0.00758,281,281,719
0.0076,281,281,719
0.00762,283,283,717
0.00764,284,284,716
0.00766,283,283,717
0.00768,284,284,716
0.0077,286,286,714
0.00772,287,287,713
0.00774,286,286,714
0.00776,283,283,717
0.00778,284,284,716
0.0078,285,285,715
0.00782,285,285,715
0.00784,284,284,716
0.00786,283,283,717
0.00788,284,284,716
0.0079,283,283,717
0.00792,280,280,720
0.00794,279,279,721
0.00796,281,281,719
0.00798,281,281,719
0.008,279,279,721
0.00802,278,278,722
0.00804,278,278,722
0.00806,279,279,721
0.00808,277,277,723
0.0081,279,279,721
0.00812,279,279,721
0.00814,280,280,720
0.00816,281,281,719
0.00818,281,281,719
0.0082,279,279,721
0.00822,279,279,721
0.00824,279,279,721
0.00826,278,278,722
0.00828,278,278,722
0.0083,278,278,722
0.00832,276,276,724
0.00834,279,279,721
0.00836,280,280,720
0.00838,279,279,721
0.0084,277,277,723
0.00842,277,277,723
0.00844,276,276,724
0.00846,279,279,721
0.00848,279,279,721
0.0085,278,278,722
0.00852,278,278,722
0.00854,276,276,724
0.00856,277,277,723
0.00858,277,277,723
0.0086,275,275,725
0.00862,276,276,724
0.00864,276,276,724
0.00866,275,275,725
0.00868,277,277,723
0.0087,277,277,723
0.00872,278,278,722
0.00874,278,278,722
0.00876,279,279,721
0.00878,279,279,721
0.0088,278,278,722
0.00882,275,275,725
0.00884,274,274,726
0.00886,275,275,725
0.00888,274,274,726
0.0089,273,273,727
0.00892,273,273,727
0.00894,273,273,727
0.00896,275,275,725
0.00898,274,274,726
0.009,274,274,726
0.00902,274,274,726
0.00904,273,273,727
0.00906,274,274,726
0.00908,274,274,726
0.0091,273,273,727
0.00912,273,273,727
0.00914,274,274,726
0.00916,275,275,725
0.00918,272,272,728
0.0092,273,273,727
0.00922,272,272,728
0.00924,269,269,731
0.00926,271,271,729
0.00928,271,271,729
0.0093,269,269,731
0.00932,269,269,731
0.00934,269,269,731
0.00936,269,269,731
0.00938,269,269,731
0.0094,268,268,732
0.00942,268,268,732
0.00944,269,269,731
0.00946,269,269,731
0.00948,270,270,730
0.0095,269,269,731
0.00952,268,268,732
0.00954,267,267,733
0.00956,266,266,734
0.00958,265,265,735
0.0096,267,267,733
0.00962,266,266,734
0.00964,265,265,735
0.00966,264,264,736
0.00968,265,265,735
0.0097,265,265,735
0.00972,264,264,736
0.00974,261,261,739
0.00976,261,261,739
0.00978,261,261,739
0.0098,261,261,739
0.00982,260,260,740
0.00984,259,259,741
0.00986,261,261,739
0.00988,261,261,739
0.0099,261,261,739
0.00992,261,261,739
0.00994,262,262,738
0.00996,263,263,737
0.00998,261,261,739
0.01,262,262,738
0.01002,262,262,738
0.01004,261,261,739
0.01006,259,259,741
0.01008,259,259,741
0.0101,258,258,742
0.01012,258,258,742
0.01014,258,258,742
0.01016,258,258,742
0.01018,256,256,744
0.0102,257,257,743
0.01022,257,257,743
0.01024,256,256,744
0.01026,255,255,745
0.01028,255,255,745
0.0103,254,254,746
0.01032,254,254,746
0.01034,253,253,747
0.01036,253,253,747
0.01038,253,253,747
0.0104,253,253,747
0.01042,254,254,746
0.01044,253,253,747
0.01046,252,252,748
0.01048,254,254,746
0.0105,254,254,746
0.01052,255,255,745
0.01054,254,254,746
0.01056,254,254,746
0.01058,255,255,745
0.0106,255,255,745
0.01062,254,254,746
0.01064,255,255,745
0.01066,255,255,745
0.01068,254,254,746
0.0107,253,253,747
0.01072,253,253,747
0.01074,252,252,748
0.01076,251,251,749
0.01078,251,251,749
0.0108,252,252,748
0.01082,252,252,748
0.01084,250,250,750
0.01086,250,250,750
0.01088,252,252,748
0.0109,253,253,747
0.01092,251,251,749
0.01094,252,252,748
0.01096,252,252,748
0.01098,253,253,747
0.011,253,253,747
0.01102,253,253,747
0.01104,253,253,747
0.01106,253,253,747
0.01108,252,252,748
0.0111,253,253,747
0.01112,252,252,748
0.01114,251,251,749
0.01116,251,251,749
0.01118,250,250,750
0.0112,250,250,750
0.01122,250,250,750
0.01124,252,252,748
0.01126,251,251,749
0.01128,251,251,749
0.0113,252,252,748
0.01132,253,253,747
0.01134,254,254,746
0.01136,254,254,746
0.01138,252,252,748
0.0114,251,251,749
0.01142,251,251,749
0.01144,251,251,749
0.01146,249,249,751
0.01148,249,249,751
0.0115,249,249,751
0.01152,251,251,749
0.01154,250,250,750
0.01156,250,250,750
0.01158,249,249,751
0.0116,249,249,751
0.01162,249,249,751
0.01164,248,248,752
0.01166,246,246,754
0.01168,245,245,755
0.0117,245,245,755
0.01172,246,246,754
0.01174,246,246,754
0.01176,246,246,754
0.01178,247,247,753
0.0118,246,246,754
0.01182,247,247,753
0.01184,245,245,755
0.01186,245,245,755
0.01188,244,244,756
0.0119,244,244,756
0.01192,244,244,756
0.01194,244,244,756
0.01196,242,242,758
0.01198,242,242,758
0.012,244,244,756
0.01202,245,245,755
0.01204,244,244,756
0.01206,242,242,758
0.01208,242,242,758
0.0121,242,242,758
0.01212,243,243,757
0.01214,241,241,759
0.01216,240,240,760
0.01218,239,239,761
0.0122,239,239,761
0.01222,241,241,759
0.01224,240,240,760
0.01226,241,241,759
0.01228,241,241,759
0.0123,242,242,758
0.01232,242,242,758
0.01234,242,242,758
0.01236,243,243,757
0.01238,243,243,757
0.0124,243,243,757
0.01242,243,243,757
0.01244,244,244,756
0.01246,246,246,754
0.01248,244,244,756
0.0125,242,242,758
0.01252,243,243,757
0.01254,244,244,756
0.01256,244,244,756
0.01258,244,244,756
0.0126,244,244,756
0.01262,247,247,753
0.01264,249,249,751
0.01266,249,249,751
0.01268,248,248,752
0.0127,248,248,752
0.01272,247,247,753
0.01274,247,247,753
0.01276,247,247,753
0.01278,247,247,753
0.0128,247,247,753
0.01282,245,245,755
0.01284,249,249,751
0.01286,249,249,751
0.01288,248,248,752
0.0129,250,250,750
0.01292,248,248,752
0.01294,246,246,754
0.01296,246,246,754
0.01298,247,247,753
0.013,246,246,754
0.01302,246,246,754
0.01304,247,247,753
0.01306,248,248,752
0.01308,248,248,752
0.0131,247,247,753
0.01312,246,246,754
0.01314,246,246,754
0.01316,248,248,752
0.01318,248,248,752
0.0132,247,247,753
0.01322,247,247,753
0.01324,246,246,754
0.01326,246,246,754
0.01328,248,248,752
0.0133,248,248,752
0.01332,247,247,753
0.01334,248,248,752
0.01336,249,249,751
0.01338,250,250,750
0.0134,251,251,749
0.01342,251,251,749
0.01344,252,252,748
0.01346,253,253,747
0.01348,251,251,749
0.0135,250,250,750
0.01352,251,251,749
0.01354,251,251,749
0.01356,251,251,749
0.01358,249,249,751
0.0136,247,247,753
0.01362,246,246,754
0.01364,247,247,753
0.01366,246,246,754
0.01368,246,246,754
0.0137,247,247,753
0.01372,246,246,754
0.01374,246,246,754
0.01376,247,247,753
0.01378,247,247,753
0.0138,246,246,754
0.01382,245,245,755
0.01384,244,244,756
0.01386,244,244,756
0.01388,247,247,753
0.0139,246,246,754
0.01392,245,245,755
0.01394,246,246,754
0.01396,246,246,754
0.01398,245,245,755
0.014,246,246,754
0.01402,247,247,753
0.01404,249,249,751
0.01406,250,250,750
0.01408,250,250,750
0.0141,250,250,750
0.01412,249,249,751
0.01414,250,250,750
0.01416,250,250,750
0.01418,250,250,750
0.0142,250,250,750
0.01422,250,250,750
0.01424,250,250,750
0.01426,249,249,751
0.01428,249,249,751
0.0143,248,248,752
0.01432,247,247,753
0.01434,248,248,752
0.01436,248,248,752
0.01438,246,246,754
0.0144,247,247,753
0.01442,247,247,753
0.01444,245,245,755
0.01446,246,246,754
0.01448,245,245,755
0.0145,246,246,754
0.01452,246,246,754
0.01454,248,248,752
0.01456,249,249,751
0.01458,249,249,751
0.0146,249,249,751
0.01462,249,249,751
0.01464,252,252,748
0.01466,249,249,751
0.01468,250,250,750
0.0147,251,251,749
0.01472,249,249,751
0.01474,248,248,752
0.01476,248,248,752
0.01478,246,246,754
0.0148,246,246,754
0.01482,244,244,756
0.01484,244,244,756
0.01486,243,243,757
0.01488,243,243,757
0.0149,245,245,755
0.01492,245,245,755
0.01494,245,245,755
0.01496,246,246,754
0.01498,246,246,754
0.015,244,244,756
0.01502,244,244,756
0.01504,243,243,757
0.01506,246,246,754
0.01508,246,246,754
0.0151,244,244,756
0.01512,243,243,757
0.01514,243,243,757
0.01516,244,244,756
0.01518,244,244,756
0.0152,244,244,756
0.01522,244,244,756
0.01524,245,245,755
0.01526,244,244,756
0.01528,243,243,757
0.0153,242,242,758
0.01532,245,245,755
0.01534,243,243,757
0.01536,242,242,758
0.01538,242,242,758
0.0154,243,243,757
0.01542,244,244,756
0.01544,243,243,757
0.01546,241,241,759
0.01548,243,243,757
0.0155,243,243,757
0.01552,244,244,756
0.01554,244,244,756
0.01556,243,243,757
0.01558,242,242,758
0.0156,242,242,758
0.01562,242,242,758
0.01564,242,242,758
0.01566,242,242,758
0.01568,243,243,757
0.0157,244,244,756
0.01572,244,244,756
0.01574,246,246,754
0.01576,246,246,754
0.01578,247,247,753
0.0158,247,247,753
0.01582,245,245,755
0.01584,243,243,757
0.01586,244,244,756
0.01588,245,245,755
0.0159,245,245,755
0.01592,244,244,756
0.01594,246,246,754
0.01596,244,244,756
0.01598,244,244,756
0.016,245,245,755
0.01602,249,249,751
0.01604,248,248,752
0.01606,248,248,752
0.01608,248,248,752
0.0161,249,249,751
0.01612,249,249,751
0.01614,248,248,752
0.01616,247,247,753
0.01618,248,248,752
0.0162,248,248,752
0.01622,249,249,751
0.01624,250,250,750
0.01626,248,248,752
0.01628,249,249,751
0.0163,246,246,754
0.01632,246,246,754
0.01634,245,245,755
0.01636,247,247,753
0.01638,247,247,753
0.0164,247,247,753
0.01642,248,248,752
0.01644,248,248,752
0.01646,250,250,750
0.01648,249,249,751
0.0165,250,250,750
0.01652,251,251,749
0.01654,251,251,749
0.01656,253,253,747
0.01658,252,252,748
0.0166,254,254,746
0.01662,254,254,746
0.01664,253,253,747
0.01666,253,253,747
0.01668,253,253,747
0.0167,254,254,746
0.01672,254,254,746
0.01674,254,254,746
0.01676,255,255,745
0.01678,257,257,743
0.0168,260,260,740
0.01682,262,262,738
0.01684,262,262,738
0.01686,262,262,738
0.01688,262,262,738
0.0169,263,263,737
0.01692,263,263,737
0.01694,264,264,736
0.01696,264,264,736
0.01698,265,265,735
0.017,265,265,735
0.01702,263,263,737
0.01704,264,264,736
0.01706,265,265,735
0.01708,265,265,735
0.0171,264,264,736
0.01712,266,266,734
0.01714,265,265,735
0.01716,264,264,736
0.01718,264,264,736
0.0172,264,264,736
0.01722,263,263,737
0.01724,262,262,738
0.01726,263,263,737
0.01728,262,262,738
0.0173,264,264,736
0.01732,263,263,737
0.01734,264,264,736
0.01736,266,266,734
0.01738,267,267,733
0.0174,269,269,731
0.01742,268,268,732
0.01744,270,270,730
0.01746,268,268,732
0.01748,268,268,732
0.0175,269,269,731
0.01752,270,270,730
0.01754,270,270,730
0.01756,272,272,728
0.01758,274,274,726
0.0176,276,276,724
0.01762,274,274,726
0.01764,275,275,725
0.01766,275,275,725
0.01768,275,275,725
0.0177,273,273,727
0.01772,273,273,727
0.01774,274,274,726
0.01776,273,273,727
0.01778,273,273,727
0.0178,272,272,728
0.01782,274,274,726
0.01784,274,274,726
0.01786,272,272,728
0.01788,271,271,729
0.0179,271,271,729
0.01792,271,271,729
0.01794,269,269,731
0.01796,270,270,730
0.01798,271,271,729
0.018,270,270,730
0.01802,270,270,730
0.01804,269,269,731
0.01806,269,269,731
0.01808,269,269,731
0.0181,270,270,730
0.01812,269,269,731
0.01814,268,268,732
0.01816,268,268,732
0.01818,269,269,731
0.0182,269,269,731
0.01822,269,269,731
0.01824,269,269,731
0.01826,267,267,733
0.01828,269,269,731
0.0183,267,267,733
0.01832,265,265,735
0.01834,267,267,733
0.01836,268,268,732
0.01838,269,269,731
0.0184,270,270,730
0.01842,272,272,728
0.01844,273,273,727
0.01846,273,273,727
0.01848,274,274,726
0.0185,278,278,722
0.01852,277,277,723
0.01854,278,278,722
0.01856,277,277,723
0.01858,278,278,722
0.0186,281,281,719
0.01862,280,280,720
0.01864,280,280,720
0.01866,280,280,720
0.01868,279,279,721
0.0187,279,279,721
0.01872,280,280,720
0.01874,280,280,720
0.01876,279,279,721
0.01878,281,281,719
0.0188,278,278,722
0.01882,279,279,721
0.01884,277,277,723
0.01886,277,277,723
0.01888,275,275,725
0.0189,276,276,724
0.01892,277,277,723
0.01894,278,278,722
0.01896,277,277,723
0.01898,276,276,724
0.019,275,275,725
0.01902,276,276,724
0.01904,277,277,723
0.01906,277,277,723
0.01908,276,276,724
0.0191,276,276,724
0.01912,276,276,724
0.01914,276,276,724
0.01916,276,276,724
0.01918,275,275,725
0.0192,276,276,724
0.01922,274,274,726
0.01924,272,272,728
0.01926,270,270,730
0.01928,271,271,729
0.0193,269,269,731
0.01932,270,270,730
0.01934,269,269,731
0.01936,269,269,731
0.01938,266,266,734
0.0194,266,266,734
0.01942,267,267,733
0.01944,266,266,734
0.01946,265,265,735
0.01948,267,267,733
0.0195,268,268,732
0.01952,267,267,733
0.01954,266,266,734
0.01956,265,265,735
0.01958,266,266,734
0.0196,266,266,734
0.01962,264,264,736
0.01964,265,265,735
0.01966,265,265,735
0.01968,266,266,734
0.0197,266,266,734
0.01972,267,267,733
0.01974,267,267,733
0.01976,267,267,733
0.01978,267,267,733
0.0198,267,267,733
0.01982,268,268,732
0.01984,268,268,732
0.01986,268,268,732
0.01988,268,268,732
0.0199,270,270,730
0.01992,268,268,732
0.01994,265,265,735
0.01996,268,268,732
0.01998,269,269,731
0.02,268,268,732
0.02002,269,269,731
0.02004,270,270,730
0.02006,268,268,732
0.02008,266,266,734
0.0201,266,266,734
0.02012,265,265,735
0.02014,267,267,733
0.02016,267,267,733
0.02018,266,266,734
0.0202,265,265,735
0.02022,263,263,737
0.02024,262,262,738
0.02026,261,261,739
0.02028,260,260,740
0.0203,259,259,741
0.02032,258,258,742
0.02034,257,257,743
0.02036,256,256,744
0.02038,256,256,744
